IP地址,数据中心,地区,城市,网络延迟
104.24.21.28,IAD,North America,Ashburn,231 ms
104.24.203.148,IAD,North America,Ashburn,231 ms
104.24.233.79,IAD,North America,Ashburn,231 ms
172.67.150.236,AMS,Europe,Amsterdam,231 ms
104.20.101.135,IAD,North America,Ashburn,231 ms
104.24.5.84,IAD,North America,Ashburn,231 ms
104.24.12.72,IAD,North America,Ashburn,232 ms
104.24.58.176,IAD,North America,Ashburn,232 ms
172.67.123.162,IAD,North America,Ashburn,232 ms
104.22.56.38,IAD,North America,Ashburn,232 ms
172.67.70.120,IAD,North America,Ashburn,232 ms
104.22.3.56,IAD,North America,Ashburn,232 ms
104.22.2.52,IAD,North America,Ashburn,232 ms
104.20.177.247,IAD,North America,Ashburn,232 ms
104.25.159.249,IAD,North America,Ashburn,232 ms
104.20.194.67,IAD,North America,Ashburn,232 ms
104.22.68.21,IAD,North America,Ashburn,232 ms
104.20.53.134,IAD,North America,Ashburn,232 ms
104.24.173.133,IAD,North America,Ashburn,232 ms
172.67.14.133,IAD,North America,Ashburn,232 ms
104.25.212.213,IAD,North America,Ashburn,232 ms
172.67.103.242,IAD,North America,Ashburn,232 ms
104.27.111.252,IAD,North America,Ashburn,232 ms
104.20.230.123,IAD,North America,Ashburn,232 ms
104.27.4.152,IAD,North America,Ashburn,232 ms
104.25.239.75,IAD,North America,Ashburn,232 ms
104.27.69.61,IAD,North America,Ashburn,232 ms
104.24.31.116,IAD,North America,Ashburn,232 ms
104.21.123.240,AMS,Europe,Amsterdam,232 ms
104.25.175.63,IAD,North America,Ashburn,232 ms
104.21.90.123,AMS,Europe,Amsterdam,232 ms
104.22.7.140,IAD,North America,Ashburn,232 ms
104.25.108.29,IAD,North America,Ashburn,232 ms
104.20.227.189,IAD,North America,Ashburn,232 ms
104.20.198.180,IAD,North America,Ashburn,232 ms
104.20.233.54,IAD,North America,Ashburn,232 ms
104.24.78.106,IAD,North America,Ashburn,232 ms
172.67.86.128,IAD,North America,Ashburn,232 ms
104.24.242.204,IAD,North America,Ashburn,232 ms
104.20.117.174,IAD,North America,Ashburn,232 ms
104.20.160.167,IAD,North America,Ashburn,232 ms
104.27.81.172,IAD,North America,Ashburn,232 ms
172.67.11.46,IAD,North America,Ashburn,233 ms
104.20.72.234,IAD,North America,Ashburn,233 ms
104.25.102.57,IAD,North America,Ashburn,233 ms
104.21.31.158,AMS,Europe,Amsterdam,233 ms
104.20.214.134,IAD,North America,Ashburn,233 ms
104.26.0.56,IAD,North America,Ashburn,233 ms
104.20.244.178,IAD,North America,Ashburn,233 ms
104.25.83.234,IAD,North America,Ashburn,233 ms
104.24.239.33,IAD,North America,Ashburn,233 ms
104.20.87.133,IAD,North America,Ashburn,233 ms
104.24.135.223,IAD,North America,Ashburn,233 ms
104.24.51.191,IAD,North America,Ashburn,233 ms
104.27.63.118,IAD,North America,Ashburn,233 ms
104.23.124.136,IAD,North America,Ashburn,233 ms
104.23.125.172,IAD,North America,Ashburn,233 ms
172.67.151.207,AMS,Europe,Amsterdam,233 ms
104.25.138.161,IAD,North America,Ashburn,233 ms
104.20.164.171,IAD,North America,Ashburn,233 ms
104.27.94.107,IAD,North America,Ashburn,233 ms
104.24.245.252,IAD,North America,Ashburn,233 ms
104.24.25.174,IAD,North America,Ashburn,233 ms
104.27.82.115,IAD,North America,Ashburn,233 ms
172.67.104.206,IAD,North America,Ashburn,234 ms
104.20.154.141,IAD,North America,Ashburn,234 ms
104.21.208.203,AMS,Europe,Amsterdam,234 ms
104.24.180.81,IAD,North America,Ashburn,234 ms
104.25.107.220,IAD,North America,Ashburn,234 ms
104.25.250.78,IAD,North America,Ashburn,234 ms
172.67.159.228,AMS,Europe,Amsterdam,234 ms
172.67.91.182,IAD,North America,Ashburn,234 ms
104.20.221.4,IAD,North America,Ashburn,234 ms
104.20.178.81,IAD,North America,Ashburn,234 ms
104.24.255.97,IAD,North America,Ashburn,234 ms
104.25.132.26,IAD,North America,Ashburn,234 ms
172.67.7.30,IAD,North America,Ashburn,234 ms
104.25.238.237,IAD,North America,Ashburn,234 ms
104.24.246.107,IAD,North America,Ashburn,234 ms
104.25.69.199,IAD,North America,Ashburn,234 ms
104.27.123.110,IAD,North America,Ashburn,234 ms
104.27.127.249,IAD,North America,Ashburn,234 ms
104.20.41.15,IAD,North America,Ashburn,234 ms
104.25.195.120,IAD,North America,Ashburn,234 ms
172.67.98.150,IAD,North America,Ashburn,234 ms
104.25.117.57,IAD,North America,Ashburn,234 ms
104.20.55.52,IAD,North America,Ashburn,234 ms
172.67.179.143,AMS,Europe,Amsterdam,234 ms
104.25.158.60,IAD,North America,Ashburn,234 ms
104.20.32.18,IAD,North America,Ashburn,234 ms
172.64.78.66,ORD,North America,Chicago,234 ms
172.67.131.11,AMS,Europe,Amsterdam,234 ms
104.25.113.65,IAD,North America,Ashburn,234 ms
104.20.113.86,IAD,North America,Ashburn,234 ms
104.25.92.130,IAD,North America,Ashburn,234 ms
104.23.141.190,IAD,North America,Ashburn,235 ms
172.67.73.202,IAD,North America,Ashburn,235 ms
104.25.225.117,IAD,North America,Ashburn,235 ms
104.20.104.171,IAD,North America,Ashburn,235 ms
104.22.42.230,IAD,North America,Ashburn,235 ms
104.22.16.78,IAD,North America,Ashburn,235 ms
104.27.196.84,IAD,North America,Ashburn,235 ms
104.23.129.220,IAD,North America,Ashburn,235 ms
104.20.180.207,IAD,North America,Ashburn,235 ms
104.20.211.29,IAD,North America,Ashburn,235 ms
104.24.11.247,IAD,North America,Ashburn,235 ms
104.27.83.33,IAD,North America,Ashburn,235 ms
172.67.112.81,IAD,North America,Ashburn,235 ms
172.67.162.203,AMS,Europe,Amsterdam,235 ms
104.27.119.161,IAD,North America,Ashburn,235 ms
104.20.24.0,IAD,North America,Ashburn,235 ms
104.25.249.55,IAD,North America,Ashburn,235 ms
172.67.27.117,IAD,North America,Ashburn,235 ms
104.25.226.175,IAD,North America,Ashburn,235 ms
104.27.195.7,IAD,North America,Ashburn,235 ms
104.25.82.190,IAD,North America,Ashburn,235 ms
104.20.7.201,IAD,North America,Ashburn,235 ms
104.24.81.3,IAD,North America,Ashburn,235 ms
172.67.155.84,AMS,Europe,Amsterdam,235 ms
104.25.227.240,IAD,North America,Ashburn,235 ms
172.67.154.171,AMS,Europe,Amsterdam,235 ms
104.24.133.13,IAD,North America,Ashburn,235 ms
104.25.133.86,IAD,North America,Ashburn,236 ms
104.20.125.181,IAD,North America,Ashburn,236 ms
172.67.245.54,AMS,Europe,Amsterdam,236 ms
104.21.212.245,AMS,Europe,Amsterdam,236 ms
172.67.58.25,IAD,North America,Ashburn,236 ms
172.67.62.237,IAD,North America,Ashburn,236 ms
172.67.60.45,IAD,North America,Ashburn,236 ms
104.25.75.87,IAD,North America,Ashburn,236 ms
104.25.49.255,IAD,North America,Ashburn,236 ms
104.27.99.174,IAD,North America,Ashburn,236 ms
104.24.85.101,IAD,North America,Ashburn,236 ms
104.25.57.63,IAD,North America,Ashburn,236 ms
104.20.159.144,IAD,North America,Ashburn,236 ms
104.20.181.63,IAD,North America,Ashburn,236 ms
104.23.113.98,IAD,North America,Ashburn,236 ms
172.67.225.158,AMS,Europe,Amsterdam,236 ms
104.20.239.211,IAD,North America,Ashburn,236 ms
104.24.254.46,IAD,North America,Ashburn,236 ms
104.27.92.8,IAD,North America,Ashburn,236 ms
104.25.142.132,IAD,North America,Ashburn,236 ms
104.20.100.226,IAD,North America,Ashburn,236 ms
104.25.95.171,IAD,North America,Ashburn,236 ms
104.17.50.224,SJC,North America,San Jose,236 ms
104.22.38.180,IAD,North America,Ashburn,236 ms
104.27.22.70,IAD,North America,Ashburn,236 ms
104.20.127.141,IAD,North America,Ashburn,236 ms
104.24.132.173,IAD,North America,Ashburn,236 ms
104.27.107.72,IAD,North America,Ashburn,236 ms
104.20.168.211,IAD,North America,Ashburn,236 ms
104.20.240.178,IAD,North America,Ashburn,237 ms
172.67.71.7,IAD,North America,Ashburn,237 ms
104.27.194.56,IAD,North America,Ashburn,237 ms
104.24.90.31,IAD,North America,Ashburn,237 ms
104.20.36.121,IAD,North America,Ashburn,237 ms
104.24.187.87,IAD,North America,Ashburn,237 ms
104.27.202.189,IAD,North America,Ashburn,237 ms
104.20.141.33,IAD,North America,Ashburn,237 ms
104.24.201.143,IAD,North America,Ashburn,237 ms
104.24.69.139,IAD,North America,Ashburn,237 ms
104.25.47.55,IAD,North America,Ashburn,237 ms
104.20.163.111,IAD,North America,Ashburn,237 ms
104.24.94.124,IAD,North America,Ashburn,237 ms
104.25.235.151,IAD,North America,Ashburn,237 ms
104.20.153.225,IAD,North America,Ashburn,237 ms
104.27.6.215,IAD,North America,Ashburn,237 ms
104.25.14.68,IAD,North America,Ashburn,237 ms
104.22.5.214,IAD,North America,Ashburn,237 ms
104.20.21.114,IAD,North America,Ashburn,237 ms
104.20.158.71,IAD,North America,Ashburn,237 ms
104.20.83.161,IAD,North America,Ashburn,237 ms
104.18.213.1,SJC,North America,San Jose,237 ms
104.20.40.208,IAD,North America,Ashburn,237 ms
104.24.171.18,IAD,North America,Ashburn,237 ms
172.67.59.242,IAD,North America,Ashburn,237 ms
172.67.61.243,IAD,North America,Ashburn,237 ms
104.24.252.108,IAD,North America,Ashburn,237 ms
104.20.124.168,IAD,North America,Ashburn,237 ms
104.20.249.233,IAD,North America,Ashburn,237 ms
104.24.253.46,IAD,North America,Ashburn,237 ms
104.20.208.117,IAD,North America,Ashburn,237 ms
104.19.254.4,DFW,North America,Dallas,237 ms
104.25.29.231,IAD,North America,Ashburn,237 ms
104.25.176.15,IAD,North America,Ashburn,237 ms
104.24.86.248,IAD,North America,Ashburn,237 ms
104.21.93.88,AMS,Europe,Amsterdam,237 ms
104.25.34.4,IAD,North America,Ashburn,237 ms
104.21.71.63,AMS,Europe,Amsterdam,237 ms
104.20.122.49,IAD,North America,Ashburn,237 ms
104.25.112.72,IAD,North America,Ashburn,238 ms
172.67.228.197,AMS,Europe,Amsterdam,238 ms
104.21.41.118,AMS,Europe,Amsterdam,238 ms
104.24.147.73,IAD,North America,Ashburn,238 ms
104.27.60.57,IAD,North America,Ashburn,238 ms
104.24.77.229,IAD,North America,Ashburn,238 ms
104.20.116.232,IAD,North America,Ashburn,238 ms
104.27.74.239,IAD,North America,Ashburn,238 ms
104.20.29.232,IAD,North America,Ashburn,238 ms
104.24.188.164,IAD,North America,Ashburn,238 ms
104.25.81.56,IAD,North America,Ashburn,238 ms
104.25.64.165,IAD,North America,Ashburn,238 ms
104.24.16.247,IAD,North America,Ashburn,238 ms
104.24.49.70,IAD,North America,Ashburn,238 ms
104.25.186.92,IAD,North America,Ashburn,238 ms
104.23.134.83,IAD,North America,Ashburn,238 ms
104.20.189.219,IAD,North America,Ashburn,238 ms
104.20.84.45,IAD,North America,Ashburn,238 ms
172.67.21.194,IAD,North America,Ashburn,238 ms
172.67.20.141,IAD,North America,Ashburn,238 ms
104.24.67.237,IAD,North America,Ashburn,238 ms
104.20.9.123,IAD,North America,Ashburn,238 ms
104.24.13.124,IAD,North America,Ashburn,238 ms
104.24.219.36,IAD,North America,Ashburn,238 ms
104.20.173.230,IAD,North America,Ashburn,238 ms
104.24.163.63,IAD,North America,Ashburn,238 ms
104.24.164.220,IAD,North America,Ashburn,238 ms
104.24.161.221,IAD,North America,Ashburn,238 ms
104.22.66.99,IAD,North America,Ashburn,238 ms
104.22.49.111,IAD,North America,Ashburn,238 ms
104.27.89.65,IAD,North America,Ashburn,238 ms
104.25.216.17,IAD,North America,Ashburn,238 ms
104.17.152.141,SJC,North America,San Jose,238 ms
104.25.197.198,IAD,North America,Ashburn,238 ms
104.21.237.29,EWR,North America,Newark,238 ms
104.19.135.179,DFW,North America,Dallas,238 ms
104.24.189.19,IAD,North America,Ashburn,238 ms
172.67.207.238,AMS,Europe,Amsterdam,238 ms
172.67.56.3,IAD,North America,Ashburn,238 ms
104.25.228.100,IAD,North America,Ashburn,238 ms
104.24.157.19,IAD,North America,Ashburn,238 ms
172.67.111.27,IAD,North America,Ashburn,238 ms
104.25.150.106,IAD,North America,Ashburn,238 ms
104.25.193.180,IAD,North America,Ashburn,238 ms
104.20.175.22,IAD,North America,Ashburn,238 ms
104.25.135.48,IAD,North America,Ashburn,238 ms
104.25.218.66,IAD,North America,Ashburn,238 ms
104.25.148.46,IAD,North America,Ashburn,238 ms
104.27.84.146,IAD,North America,Ashburn,238 ms
104.24.215.216,IAD,North America,Ashburn,239 ms
172.67.134.11,AMS,Europe,Amsterdam,239 ms
104.24.145.100,IAD,North America,Ashburn,239 ms
104.24.144.54,IAD,North America,Ashburn,239 ms
104.27.198.209,IAD,North America,Ashburn,239 ms
104.27.192.194,IAD,North America,Ashburn,239 ms
104.20.220.157,IAD,North America,Ashburn,239 ms
104.27.59.160,IAD,North America,Ashburn,239 ms
104.27.58.184,IAD,North America,Ashburn,239 ms
104.24.225.249,IAD,North America,Ashburn,239 ms
104.24.226.5,IAD,North America,Ashburn,239 ms
104.25.16.119,IAD,North America,Ashburn,239 ms
104.24.235.233,IAD,North America,Ashburn,239 ms
104.23.140.98,IAD,North America,Ashburn,239 ms
104.21.120.224,AMS,Europe,Amsterdam,239 ms
104.22.37.249,IAD,North America,Ashburn,239 ms
172.67.69.217,IAD,North America,Ashburn,239 ms
104.27.103.138,IAD,North America,Ashburn,239 ms
104.27.98.173,IAD,North America,Ashburn,239 ms
104.25.204.23,IAD,North America,Ashburn,239 ms
104.21.28.140,AMS,Europe,Amsterdam,239 ms
104.20.58.171,IAD,North America,Ashburn,239 ms
104.24.10.121,IAD,North America,Ashburn,239 ms
104.24.155.175,IAD,North America,Ashburn,239 ms
172.67.52.188,IAD,North America,Ashburn,239 ms
104.25.78.108,IAD,North America,Ashburn,239 ms
104.20.218.39,IAD,North America,Ashburn,239 ms
104.24.166.233,IAD,North America,Ashburn,239 ms
172.67.15.249,IAD,North America,Ashburn,239 ms
104.27.88.254,IAD,North America,Ashburn,239 ms
104.20.251.240,IAD,North America,Ashburn,239 ms
104.23.121.222,IAD,North America,Ashburn,239 ms
172.67.67.159,IAD,North America,Ashburn,239 ms
172.67.13.82,IAD,North America,Ashburn,239 ms
104.25.119.238,IAD,North America,Ashburn,239 ms
104.27.115.89,IAD,North America,Ashburn,239 ms
104.24.72.86,IAD,North America,Ashburn,239 ms
104.26.12.181,IAD,North America,Ashburn,239 ms
104.24.196.62,IAD,North America,Ashburn,239 ms
104.26.13.199,IAD,North America,Ashburn,239 ms
172.67.85.51,IAD,North America,Ashburn,239 ms
104.24.237.105,IAD,North America,Ashburn,239 ms
104.24.236.44,IAD,North America,Ashburn,239 ms
104.24.142.70,IAD,North America,Ashburn,239 ms
104.20.45.254,IAD,North America,Ashburn,239 ms
172.67.216.59,AMS,Europe,Amsterdam,239 ms
104.20.166.157,IAD,North America,Ashburn,239 ms
104.25.129.83,IAD,North America,Ashburn,239 ms
104.25.127.124,IAD,North America,Ashburn,239 ms
172.67.196.108,AMS,Europe,Amsterdam,239 ms
104.25.147.115,IAD,North America,Ashburn,239 ms
104.21.63.243,AMS,Europe,Amsterdam,239 ms
104.24.93.88,IAD,North America,Ashburn,239 ms
104.27.124.158,IAD,North America,Ashburn,239 ms
104.27.126.55,IAD,North America,Ashburn,239 ms
104.20.85.115,IAD,North America,Ashburn,239 ms
104.20.16.90,IAD,North America,Ashburn,240 ms
172.67.8.134,IAD,North America,Ashburn,240 ms
172.67.81.204,IAD,North America,Ashburn,240 ms
172.67.80.50,IAD,North America,Ashburn,240 ms
172.67.105.213,IAD,North America,Ashburn,240 ms
104.20.228.235,IAD,North America,Ashburn,240 ms
104.27.65.111,IAD,North America,Ashburn,240 ms
104.27.206.29,IAD,North America,Ashburn,240 ms
104.27.205.230,IAD,North America,Ashburn,240 ms
172.67.147.18,AMS,Europe,Amsterdam,240 ms
104.27.80.213,IAD,North America,Ashburn,240 ms
104.22.74.192,IAD,North America,Ashburn,240 ms
104.25.163.27,IAD,North America,Ashburn,240 ms
104.20.128.49,IAD,North America,Ashburn,240 ms
104.25.155.96,IAD,North America,Ashburn,240 ms
172.67.113.82,IAD,North America,Ashburn,240 ms
104.27.64.206,IAD,North America,Ashburn,240 ms
104.25.88.57,IAD,North America,Ashburn,240 ms
104.25.213.12,IAD,North America,Ashburn,240 ms
172.67.166.178,AMS,Europe,Amsterdam,240 ms
172.67.165.239,AMS,Europe,Amsterdam,240 ms
104.25.206.211,IAD,North America,Ashburn,240 ms
104.25.203.134,IAD,North America,Ashburn,240 ms
104.22.79.135,IAD,North America,Ashburn,240 ms
172.67.2.145,IAD,North America,Ashburn,240 ms
172.67.4.125,IAD,North America,Ashburn,240 ms
172.67.198.91,AMS,Europe,Amsterdam,240 ms
172.67.192.164,AMS,Europe,Amsterdam,240 ms
104.20.10.155,IAD,North America,Ashburn,240 ms
104.25.61.181,IAD,North America,Ashburn,240 ms
104.20.93.159,IAD,North America,Ashburn,240 ms
104.20.28.142,IAD,North America,Ashburn,240 ms
104.21.96.82,AMS,Europe,Amsterdam,240 ms
104.20.76.46,IAD,North America,Ashburn,240 ms
104.24.92.41,IAD,North America,Ashburn,240 ms
104.20.146.62,IAD,North America,Ashburn,240 ms
104.25.63.161,IAD,North America,Ashburn,240 ms
172.67.32.154,IAD,North America,Ashburn,240 ms
104.27.95.238,IAD,North America,Ashburn,240 ms
172.67.238.139,AMS,Europe,Amsterdam,240 ms
104.24.141.4,IAD,North America,Ashburn,240 ms
172.67.193.188,AMS,Europe,Amsterdam,240 ms
104.26.9.50,IAD,North America,Ashburn,240 ms
104.25.130.252,IAD,North America,Ashburn,241 ms
104.25.79.92,IAD,North America,Ashburn,241 ms
104.27.199.165,IAD,North America,Ashburn,241 ms
172.67.127.34,IAD,North America,Ashburn,241 ms
104.21.9.168,AMS,Europe,Amsterdam,241 ms
104.25.21.202,IAD,North America,Ashburn,241 ms
104.25.19.206,IAD,North America,Ashburn,241 ms
172.67.110.218,IAD,North America,Ashburn,241 ms
172.67.109.141,IAD,North America,Ashburn,241 ms
172.67.93.72,IAD,North America,Ashburn,241 ms
104.27.39.79,IAD,North America,Ashburn,241 ms
104.27.43.22,IAD,North America,Ashburn,241 ms
104.27.49.2,IAD,North America,Ashburn,241 ms
104.27.44.214,IAD,North America,Ashburn,241 ms
104.20.225.25,IAD,North America,Ashburn,241 ms
104.25.58.220,IAD,North America,Ashburn,241 ms
172.67.75.105,IAD,North America,Ashburn,241 ms
104.23.137.129,IAD,North America,Ashburn,241 ms
104.20.245.233,IAD,North America,Ashburn,241 ms
104.20.2.202,IAD,North America,Ashburn,241 ms
104.25.48.215,IAD,North America,Ashburn,241 ms
172.67.95.211,IAD,North America,Ashburn,241 ms
104.25.104.139,IAD,North America,Ashburn,241 ms
104.25.192.67,IAD,North America,Ashburn,241 ms
104.20.112.226,IAD,North America,Ashburn,241 ms
104.25.209.141,IAD,North America,Ashburn,241 ms
104.25.143.165,IAD,North America,Ashburn,241 ms
104.25.7.226,IAD,North America,Ashburn,241 ms
172.67.214.55,AMS,Europe,Amsterdam,241 ms
172.67.78.187,IAD,North America,Ashburn,241 ms
172.67.102.61,IAD,North America,Ashburn,241 ms
172.67.121.181,IAD,North America,Ashburn,241 ms
104.27.93.201,IAD,North America,Ashburn,241 ms
104.21.8.65,AMS,Europe,Amsterdam,241 ms
104.25.173.77,IAD,North America,Ashburn,241 ms
104.21.74.193,AMS,Europe,Amsterdam,241 ms
104.27.41.194,IAD,North America,Ashburn,241 ms
172.67.74.233,IAD,North America,Ashburn,241 ms
104.21.214.160,AMS,Europe,Amsterdam,241 ms
104.21.225.157,EWR,North America,Newark,241 ms
104.21.77.253,AMS,Europe,Amsterdam,241 ms
104.20.213.53,IAD,North America,Ashburn,241 ms
104.25.196.39,IAD,North America,Ashburn,241 ms
104.21.43.86,AMS,Europe,Amsterdam,241 ms
172.67.129.6,AMS,Europe,Amsterdam,241 ms
104.24.75.234,IAD,North America,Ashburn,242 ms
104.25.125.254,IAD,North America,Ashburn,242 ms
172.67.211.100,AMS,Europe,Amsterdam,242 ms
104.25.101.50,IAD,North America,Ashburn,242 ms
104.25.99.101,IAD,North America,Ashburn,242 ms
104.20.206.117,IAD,North America,Ashburn,242 ms
104.20.47.161,IAD,North America,Ashburn,242 ms
104.20.203.28,IAD,North America,Ashburn,242 ms
172.67.122.107,IAD,North America,Ashburn,242 ms
104.21.100.81,AMS,Europe,Amsterdam,242 ms
104.22.47.153,IAD,North America,Ashburn,242 ms
104.25.181.84,IAD,North America,Ashburn,242 ms
104.25.11.123,IAD,North America,Ashburn,242 ms
104.27.15.207,IAD,North America,Ashburn,242 ms
104.27.12.219,IAD,North America,Ashburn,242 ms
104.27.18.122,IAD,North America,Ashburn,242 ms
104.27.120.62,IAD,North America,Ashburn,242 ms
104.27.78.59,IAD,North America,Ashburn,242 ms
104.25.172.100,IAD,North America,Ashburn,242 ms
104.22.30.252,IAD,North America,Ashburn,242 ms
104.22.25.56,IAD,North America,Ashburn,242 ms
172.67.252.157,AMS,Europe,Amsterdam,242 ms
104.24.223.95,IAD,North America,Ashburn,242 ms
104.24.176.119,IAD,North America,Ashburn,242 ms
104.20.237.238,IAD,North America,Ashburn,242 ms
104.20.250.52,IAD,North America,Ashburn,242 ms
104.21.64.238,AMS,Europe,Amsterdam,242 ms
172.67.84.178,IAD,North America,Ashburn,242 ms
104.27.34.221,IAD,North America,Ashburn,242 ms
172.67.120.178,IAD,North America,Ashburn,242 ms
172.67.115.86,IAD,North America,Ashburn,243 ms
104.24.50.145,IAD,North America,Ashburn,243 ms
172.65.177.59,IAD,North America,Ashburn,243 ms
104.24.29.169,IAD,North America,Ashburn,243 ms
104.20.56.140,IAD,North America,Ashburn,243 ms
104.24.89.117,IAD,North America,Ashburn,243 ms
104.21.196.142,AMS,Europe,Amsterdam,243 ms
104.22.8.221,IAD,North America,Ashburn,243 ms
104.22.12.40,IAD,North America,Ashburn,243 ms
104.21.7.107,AMS,Europe,Amsterdam,243 ms
104.20.174.100,IAD,North America,Ashburn,243 ms
104.16.173.118,SJC,North America,San Jose,243 ms
172.67.87.81,IAD,North America,Ashburn,243 ms
104.25.240.26,IAD,North America,Ashburn,243 ms
104.21.97.216,AMS,Europe,Amsterdam,243 ms
104.24.57.224,IAD,North America,Ashburn,243 ms
198.41.211.213,AMS,Europe,Amsterdam,243 ms
172.67.94.141,IAD,North America,Ashburn,243 ms
104.24.211.60,IAD,North America,Ashburn,243 ms
104.24.210.6,IAD,North America,Ashburn,243 ms
104.20.137.122,IAD,North America,Ashburn,244 ms
104.20.66.19,IAD,North America,Ashburn,244 ms
104.21.108.42,AMS,Europe,Amsterdam,244 ms
104.25.2.173,IAD,North America,Ashburn,244 ms
104.24.53.192,IAD,North America,Ashburn,244 ms
172.67.148.250,AMS,Europe,Amsterdam,244 ms
104.22.11.135,IAD,North America,Ashburn,244 ms
104.22.9.145,IAD,North America,Ashburn,244 ms
104.20.77.151,IAD,North America,Ashburn,244 ms
104.22.29.219,IAD,North America,Ashburn,244 ms
104.22.15.76,IAD,North America,Ashburn,244 ms
104.22.18.166,IAD,North America,Ashburn,244 ms
172.67.205.27,AMS,Europe,Amsterdam,244 ms
104.20.49.80,IAD,North America,Ashburn,244 ms
104.27.17.234,IAD,North America,Ashburn,244 ms
104.20.6.141,IAD,North America,Ashburn,244 ms
104.20.42.137,IAD,North America,Ashburn,244 ms
104.25.145.132,IAD,North America,Ashburn,244 ms
104.26.10.93,IAD,North America,Ashburn,244 ms
172.67.100.215,IAD,North America,Ashburn,244 ms
104.24.251.139,IAD,North America,Ashburn,244 ms
104.24.150.99,IAD,North America,Ashburn,244 ms
104.25.114.40,IAD,North America,Ashburn,245 ms
104.16.177.35,SJC,North America,San Jose,245 ms
104.25.137.188,IAD,North America,Ashburn,245 ms
104.23.120.107,IAD,North America,Ashburn,245 ms
104.22.67.95,IAD,North America,Ashburn,245 ms
104.24.0.106,IAD,North America,Ashburn,245 ms
104.24.32.68,IAD,North America,Ashburn,245 ms
104.22.35.109,IAD,North America,Ashburn,245 ms
104.20.136.110,IAD,North America,Ashburn,245 ms
104.21.233.249,EWR,North America,Newark,245 ms
104.20.162.190,IAD,North America,Ashburn,245 ms
104.20.39.240,IAD,North America,Ashburn,245 ms
104.25.236.226,IAD,North America,Ashburn,245 ms
104.25.180.52,IAD,North America,Ashburn,245 ms
104.25.182.36,IAD,North America,Ashburn,245 ms
104.20.79.11,IAD,North America,Ashburn,245 ms
172.67.99.241,IAD,North America,Ashburn,245 ms
104.24.28.165,IAD,North America,Ashburn,245 ms
104.24.27.201,IAD,North America,Ashburn,245 ms
172.67.210.31,AMS,Europe,Amsterdam,245 ms
104.25.91.214,IAD,North America,Ashburn,245 ms
104.20.131.166,IAD,North America,Ashburn,245 ms
104.22.28.42,IAD,North America,Ashburn,245 ms
172.67.54.161,IAD,North America,Ashburn,245 ms
104.24.137.82,IAD,North America,Ashburn,245 ms
104.20.157.151,IAD,North America,Ashburn,245 ms
104.27.197.185,IAD,North America,Ashburn,246 ms
104.20.3.243,IAD,North America,Ashburn,246 ms
172.67.126.232,IAD,North America,Ashburn,246 ms
172.67.143.125,AMS,Europe,Amsterdam,246 ms
104.24.134.92,IAD,North America,Ashburn,246 ms
104.27.50.55,IAD,North America,Ashburn,246 ms
104.20.50.136,IAD,North America,Ashburn,246 ms
104.24.168.224,IAD,North America,Ashburn,246 ms
104.25.128.140,IAD,North America,Ashburn,246 ms
104.20.97.41,IAD,North America,Ashburn,246 ms
104.23.107.230,IAD,North America,Ashburn,246 ms
104.20.52.110,IAD,North America,Ashburn,246 ms
172.67.167.128,AMS,Europe,Amsterdam,246 ms
104.20.215.235,IAD,North America,Ashburn,246 ms
104.25.43.110,IAD,North America,Ashburn,246 ms
104.24.17.177,IAD,North America,Ashburn,246 ms
104.26.14.191,IAD,North America,Ashburn,246 ms
104.24.199.51,IAD,North America,Ashburn,247 ms
104.20.129.241,IAD,North America,Ashburn,247 ms
104.24.220.241,IAD,North America,Ashburn,247 ms
172.67.40.191,IAD,North America,Ashburn,247 ms
104.21.13.96,AMS,Europe,Amsterdam,247 ms
104.20.108.9,IAD,North America,Ashburn,247 ms
172.67.239.209,AMS,Europe,Amsterdam,247 ms
104.21.40.149,AMS,Europe,Amsterdam,247 ms
104.21.87.105,AMS,Europe,Amsterdam,247 ms
104.22.24.221,IAD,North America,Ashburn,247 ms
104.20.68.228,IAD,North America,Ashburn,247 ms
104.20.73.229,IAD,North America,Ashburn,247 ms
104.24.227.156,IAD,North America,Ashburn,247 ms
104.24.195.66,IAD,North America,Ashburn,247 ms
104.24.230.14,IAD,North America,Ashburn,247 ms
172.67.208.218,AMS,Europe,Amsterdam,247 ms
104.21.220.245,AMS,Europe,Amsterdam,247 ms
104.22.36.107,IAD,North America,Ashburn,247 ms
104.20.223.215,IAD,North America,Ashburn,247 ms
104.25.50.31,IAD,North America,Ashburn,247 ms
104.22.60.69,IAD,North America,Ashburn,247 ms
104.17.137.17,SJC,North America,San Jose,248 ms
104.22.70.206,IAD,North America,Ashburn,248 ms
104.22.44.207,IAD,North America,Ashburn,248 ms
104.20.91.69,IAD,North America,Ashburn,248 ms
104.21.80.96,AMS,Europe,Amsterdam,248 ms
104.23.136.174,IAD,North America,Ashburn,248 ms
104.25.208.5,IAD,North America,Ashburn,248 ms
104.22.50.12,IAD,North America,Ashburn,249 ms
104.27.31.123,IAD,North America,Ashburn,249 ms
104.18.139.36,SJC,North America,San Jose,249 ms
104.21.224.54,EWR,North America,Newark,249 ms
104.24.14.182,IAD,North America,Ashburn,249 ms
104.24.162.26,IAD,North America,Ashburn,249 ms
104.20.151.162,IAD,North America,Ashburn,249 ms
